Code RNCP/RS,Type de répertoire,Intitulé,Certificateurs,Niveau de qualification,Abrégé de diplôme public,Code(s) NSF,Code(s) ROME,Formacode(s),Statut,Date d'échéance de l'enregistrement,Ouverture à l'apprentissage,Ancienne(s) fiche(s),Nouvelle(s) fiche(s),Code,Metiers,Categorie_x,Lettre RIASEC Principale,Lettre RIASEC Secondaire,Lettre RIASEC tertiaire,Categorie_y,SIRET,code UAI,n° SIRET,type d'établissement,nom,statut,adresse,CP,commune,téléphone,académie,région,longitude (X),latitude (Y),journées portes ouvertes,URL et ID Onisep,Niveau attendu
RNCP35632,RNCP,"Grade_Master - Diplôme Arts et Techniques du Théâtre (ATT), parcours atelier costume","ECOLE NATIONALE SUPERIEURE DES ARTS ET TECHNIQUES DU THEATRE - 19750773400022, MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE - 11004401300040",Niveau 7,Grade_Master,"242 : Habillement (y.c. mode, couture), 133 : Musique, arts du spectacle","L1502 : Costume et habillage spectacle, L1503 : Décor et accessoires spectacle","21794 : Costume spectacle, 31652 : Gestion production, 45022 : Art dramatique, 31641 : Contrôle gestion production",Active,2026-03-25,Non,,,L1502,Costumier / Costumière,J'ai le souci du détail,C,I,R,Spectacle,19750773400022,0693735K,19750773400022,École d'art,Ecole nationale supérieure des arts et techniques du théâtre,public,4 rue Soeur Bouvier,69322,Lyon,04 78 15 05 05,Lyon,Auvergne-Rhône-Alpes,4.81231,45.7534,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14837,Bac +3
RNCP35651,RNCP,Expert en banque et ingénierie financière (MS) ,TOULOUSE BUSINESS SCHOOL - TBS - 81751739400018,Niveau 7,,313p : Organisation des services financiers,"C1303 : Gestion de portefeuilles sur les marchés financiers, M1201 : Analyse et ingénierie financière, C1202 : Analyse de crédits et risques bancaires, C1205 : Conseil en gestion de patrimoine financier","41002 : Produit financier, 32654 : Gestion financière comptabilité",Active,2026-06-17,Oui,RNCP18162 - Expert en banque et ingénierie financière (MS),,C1303,Gérant / Gérante de portefeuille financier,J'ai le sens des affaires,E,C,S,Finance,81751739400018,0310156B,81751739400018,Grande école de commerce,TBS Education,privé reconnu par l'Etat,20 boulevard Lascrosses,31068,Toulouse,05 61 29 49 49,Toulouse,Occitanie,1.4318310048077,43.6097715,"le 01/02/2025 de 09h00 à 17h00 (programmes Grande école, Mastères spécialisées, DCG et DSCG, sur inscription) voir https://www.tbs-education.fr/actualite/portes-ouvertes-commune-sur-les-campus-de-toulouse-01-02-2025/ | le 06/03/2025 de 17h00 à 20h00 (programme Grande école, sur inscription) voir https://www.tbs-education.fr/actualite/soiree-portes-ouvertes-programme-grande-ecole-6-mars-2025/",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15938,Bac +3
RNCP35652,RNCP,Ingénieur d'Affaires en Hautes Technologies,EURIDIS MANAGEMENT - 41014119600197,Niveau 7,,"312t : Négociation et vente, 312 : Commerce, vente, 326w : Informatique commercialisation","D1402 : Relation commerciale grands comptes et entreprises, H1102 : Management et ingénierie d''affaires, D1407 : Relation technico-commerciale","34590 : Ingénieur affaires, 34581 : Technico-commercial, 34572 : Négociation grand compte, 31070 : Vente informatique",Active,2026-06-17,Oui,RNCP13093 - Ingénieur d'affaires en hautes technologies,,D1402,Commercial / Commerciale grands comptes et entreprises,J'ai le sens des affaires,E,C,S,Commerce de gros,41014119600197,0755206B,41014119600197,Autre établissement d'enseignement,Euridis Business School - campus Saint Lazare,privé,7 rue Moncey,75009,Paris,01 55 99 98 16,Paris,Ile-de-France,2.3305484,48.880007,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18229,Bac +3
RNCP35657,RNCP,Manager des ressources humaines (MS),TOULOUSE BUSINESS SCHOOL - TBS - 81751739400018,Niveau 7,,"315t : Etablissement de la paie, recrutement du personnel et relations sociales","M1502 : Développement des ressources humaines, M1402 : Conseil en organisation et management d''entreprise, M1503 : Management des ressources humaines","33054 : Ressources humaines, 33060 : Recrutement, 33047 : Relations sociales",Active,2026-06-17,Oui,RNCP28769 - Expert en ressources humaines (MS),,M1502,Chargé / Chargée de recrutement,J'ai le sens du contact,S,E,A,Ressources humaines,81751739400018,0310156B,81751739400018,Grande école de commerce,TBS Education,privé reconnu par l'Etat,20 boulevard Lascrosses,31068,Toulouse,05 61 29 49 49,Toulouse,Occitanie,1.4318310048077,43.6097715,"le 01/02/2025 de 09h00 à 17h00 (programmes Grande école, Mastères spécialisées, DCG et DSCG, sur inscription) voir https://www.tbs-education.fr/actualite/portes-ouvertes-commune-sur-les-campus-de-toulouse-01-02-2025/ | le 06/03/2025 de 17h00 à 20h00 (programme Grande école, sur inscription) voir https://www.tbs-education.fr/actualite/soiree-portes-ouvertes-programme-grande-ecole-6-mars-2025/",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15938,Bac +3
RNCP35658,RNCP,Coordinateur de programme humanitaire,INSTITUT BIOFORCE - 34040220500033,Niveau 7,,"310m : Spécialités plurivalentes des échanges et de la gestion, 315 : Ressources humaines, gestion du personnel, gestion de l'emploi",K1802 : Développement local,"32005 : Stratégie internationale, 13016 : Aide développement, 13017 : Action humanitaire",Active,2026-06-17,Oui,RNCP15057 - Coordinateur de projet de la solidarité internationale,,K1802,Chargé / Chargée de développement local,J'ai le sens des affaires,E,C,S,Service public,34040220500033,0694090W,34040220500033,Autre établissement d'enseignement,Bioforce,privé,41 avenue du 8 mai 1945,69694,Vénissieux,04 72 89 31 41,Lyon,Auvergne-Rhône-Alpes,4.86668,45.6909,le 15/03/2025 (consulter le site web pour connaître les horaires) voir https://www.bioforce.org/learn/centres/journee-portes-ouvertes/,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15529,Bac +3
RNCP35660,RNCP,Chef de projet en ingénierie documentaire,CONSERVATOIRE NATIONAL DES ARTS ET METIERS - 19753471200017,Niveau 7,,"325t : Gestion et mise à disposition de ressources documentaires, conservation des archives","K1601 : Gestion de l''information et de la documentation, M1402 : Conseil en organisation et management d''entreprise, M1806 : Conseil et maîtrise d''ouvrage en systèmes d''information",46373 : Bibliothèque documentation,Active,2026-06-17,Oui,RNCP34481 - Chef de projet en ingénierie documentaire et gestion des connaissances,,K1601,Documentaliste,J'ai le sens du service public,S,C,E,Culture et patrimoine,19753471200017,0753471R,19753471200017,Université,Conservatoire national des arts et métiers,public,292 rue Saint-Martin,75141,Paris,01 40 27 20 00,Paris,Ile-de-France,2.3549052,48.8666007,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.223,Bac +3
RNCP35702,RNCP,"Titre ingénieur - Ingénieur diplômé de l’école polytechnique universitaire de l'université d'Angers, spécialité automatique et informatique ",UNIVERSITE D'ANGERS - 19490970100303,Niveau 7,Titre ingénieur,"326 : Informatique, traitement de l'information, réseaux de transmission, 201 : Technologies de commandes des transformations industrielles, 110 : Spécialités pluri-scientifiques","H1208 : Intervention technique en études et conception en automatisme, M1801 : Administration de systèmes d''information, M1805 : Études et développement informatique, M1803 : Direction des systèmes d''information, M1806 : Conseil et maîtrise d''ouvrage en systèmes d''information","24454 : Automatisme informatique industrielle, 31054 : Informatique et systèmes d'information, 32062 : Recherche développement, 15099 : Résolution problème",Active,2026-08-31,Non,RNCP18705 - Titre ingénieur - Ingénieur diplômé de l’Institut des sciences et techniques de l’ingénieur d’Angers spécialité génie des systèmes industriels,,H1208,Automaticien / Automaticienne en bureau d'études,J'aime le travail manuel,R,C,I,Industries,19490970100303,0490970N,19490970100303,Université,Université d'Angers,public,40 rue de Rennes,49035,Angers,02 41 96 23 23,Nantes,Pays de la Loire,-0.54954470000007,47.4770589,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.325,Bac +3
RNCP35703,RNCP,"Titre ingénieur - Ingénieur diplômé de l’école polytechnique universitaire de l'université d'Angers, spécialité bâtiment et sécurité",UNIVERSITE D'ANGERS - 19490970100303,Niveau 7,Titre ingénieur,"230r : Entretien général des bâtiments, 227u : Surveillance d installations de production d énergie, de climatisation, 227r : Contrôle qualité des services énergétiques","I1101 : Direction et ingénierie en entretien infrastructure et bâti, F1103 : Contrôle et diagnostic technique du bâtiment, I1203 : Maintenance des bâtiments et des locaux, H1102 : Management et ingénierie d''affaires, H1301 : Inspection de conformité","22215 : Audit énergétique bâtiment, 22486 : Maintenance bâtiment, 42872 : Sécurité incendie, 32062 : Recherche développement, 15099 : Résolution problème",Active,2026-08-31,Non,,,I1101,Directeur / Directrice des travaux bâtiment,J'ai l'âme d'un chef / d'une cheffe,E,S,C,BTP,19490970100303,0490970N,19490970100303,Université,Université d'Angers,public,40 rue de Rennes,49035,Angers,02 41 96 23 23,Nantes,Pays de la Loire,-0.54954470000007,47.4770589,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.325,Bac +3
RNCP35704,RNCP,"Titre ingénieur - Ingénieur diplômé de l’école polytechnique universitaire de l'université d'Angers, spécialité génie industriel",UNIVERSITE D'ANGERS - 19490970100303,Niveau 7,Titre ingénieur,"200p : Méthodes industrielles, 200n : Conception de produits (sans autre indication); design industriel, 110 : Spécialités pluri-scientifiques","H1502 : Management et ingénierie qualité industrielle, M1802 : Expertise et support en systèmes d''information, H1102 : Management et ingénierie d''affaires, M1402 : Conseil en organisation et management d''entreprise, H1206 : Management et ingénierie études, recherche et développement industriel","31654 : Génie industriel, 32062 : Recherche développement, 15099 : Résolution problème",Active,2026-08-31,Oui,RNCP18705 - Titre ingénieur - Ingénieur diplômé de l’Institut des sciences et techniques de l’ingénieur d’Angers spécialité génie des systèmes industriels,,H1502,Responsable qualité en industrie,J'ai l'âme d'un chef / d'une cheffe,E,S,C,Normes,19490970100303,0490970N,19490970100303,Université,Université d'Angers,public,40 rue de Rennes,49035,Angers,02 41 96 23 23,Nantes,Pays de la Loire,-0.54954470000007,47.4770589,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.325,Bac +3
RNCP35705,RNCP,"Titre ingénieur - Ingénieur diplômé de l’école polytechnique universitaire de l'université d'Angers, spécialité génie biologique et santé ",UNIVERSITE D'ANGERS - 19490970100303,Niveau 7,Titre ingénieur,"200 : Technologies industrielles fondamentales, 220 : Spécialités pluritechnologiques des transformations, 330 : Spécialites plurivalentes des services aux personnes","H1502 : Management et ingénierie qualité industrielle, K1403 : Management de structure de santé, sociale ou pénitentiaire, N1301 : Conception et organisation de la chaîne logistique, M1803 : Direction des systèmes d''information, H1206 : Management et ingénierie études, recherche et développement industriel","12046 : Biologie, 43454 : Santé, 31407 : Qualité hygiène sécurité environnement, 32062 : Recherche développement, 15099 : Résolution problème",Active,2026-08-31,Non,,,H1502,Responsable qualité en industrie,J'ai l'âme d'un chef / d'une cheffe,E,S,C,Normes,19490970100303,0490970N,19490970100303,Université,Université d'Angers,public,40 rue de Rennes,49035,Angers,02 41 96 23 23,Nantes,Pays de la Loire,-0.54954470000007,47.4770589,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.325,Bac +3
RNCP35711,RNCP,"Titre ingénieur - Ingénieur diplômé de l’école polytechnique Universitaire de Savoie de l'Université de Chambéry, Spécialité Systèmes Numériques - Instrumentation",UNIVERSITE SAVOIE MONT BLANC - ECOLE POLYTECHNIQUE SAVOIE - 19730858800429,Niveau 7,Titre ingénieur,"326 : Informatique, traitement de l'information, réseaux de transmission, 201 : Technologies de commandes des transformations industrielles","H1208 : Intervention technique en études et conception en automatisme, M1805 : Études et développement informatique, H1102 : Management et ingénierie d''affaires, M1803 : Direction des systèmes d''information, H1206 : Management et ingénierie études, recherche et développement industriel","24451 : Robotique, 24489 : Système asservi, 24491 : Programmation informatique industrielle, 32062 : Recherche développement, 15099 : Résolution problème",Active,2025-08-31,Non,"RNCP17451 - Titre ingénieur - diplômé de l’Ecole Polytechnique Universitaire de Savoie de l'Université de Chambéry, Spécialité Instrumentation, Automatique, Informatique",,H1208,Automaticien / Automaticienne en bureau d'études,J'aime le travail manuel,R,C,I,Industries,19730858800429,0730858L,19730858800429,École d'ingénieurs,Ecole polytechnique universitaire de Savoie - site d'Annecy,public,5 chemin de Bellevue,74944,Annecy,04 50 09 66 00,Grenoble,Auvergne-Rhône-Alpes,6.1553804,45.9194127,le 01/02/2025 de 09h00 à 15h00 voir https://ailes.univ-smb.fr/evenement/journee-portes-ouvertes-2/ | le 20/02/2025 de 09h00 à 15h00 (journée du lycéen sur le campus du Bourget du Lac) voir https://ailes.univ-smb.fr/evenement/journee-du-lyceen-2025/,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9971,Bac +3
RNCP35712,RNCP,"Titre ingénieur - Ingénieur diplômé de l'Ecole Nationale Supérieure d'Electrotechnique, d'Electronique, d'Informatique, d'Hydraulique et des Télécommunications, de l'Institut National Polytechnique de Toulouse- Spécialité Mécanique et Génie Hydraulique",INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE - 19311381800127,Niveau 7,Titre ingénieur,"250 : Spécialites pluritechnologiques mécanique-electricite, 110 : Spécialités pluri-scientifiques, 227 : Energie, génie climatique","H1502 : Management et ingénierie qualité industrielle, H1302 : Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels, K2306 : Supervision d''exploitation éco-industrielle, H1206 : Management et ingénierie études, recherche et développement industriel, H2502 : Management et ingénierie de production","12250 : Hydrologie, 23542 : Mécanique fluide, 32062 : Recherche développement, 15099 : Résolution problème",Active,2025-08-31,Oui,"RNCP19732 - Titre ingénieur - Ingénieur diplômé de l’École nationale supérieure d'électrotechnique, d'électronique, d'informatique, d'hydraulique et des télécommunications de l'Institut national polytechnique de Toulouse, spécialité mécanique des fluides",,H1502,Responsable qualité en industrie,J'ai l'âme d'un chef / d'une cheffe,E,S,C,Normes,19311381800127,0311381H,19311381800127,Institut national polytechnique,Toulouse INP,public,6 allée Emile Monso,31029,Toulouse,05 34 32 30 00,Toulouse,Occitanie,1.4543046,43.6027164,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.71,Bac +3
RNCP35713,RNCP,"Titre ingénieur - Ingénieur diplômé de l'Ecole Nationale Supérieure d'Electrotechnique, d'Electronique, d'Informatique, d'Hydraulique et des Télécommunications, de l'Institut National Polytechnique de Toulouse- Spécialité Informatique et Télécommunication",INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE - 19311381800127,Niveau 7,Titre ingénieur,"114b : Modèles mathématiques ; Informatique mathématique, 326 : Informatique, traitement de l'information, réseaux de transmission, 320 : Spécialites plurivalentes de la communication et de l'information","M1804 : Études et développement de réseaux de télécoms, M1802 : Expertise et support en systèmes d''information, M1805 : Études et développement informatique","31054 : Informatique et systèmes d'information, 24254 : Télécommunication, 11052 : Mathématiques appliquées, 32062 : Recherche développement, 15099 : Résolution problème",Active,2025-08-31,Oui,"RNCP19739 - Titre ingénieur - Ingénieur diplômé de l’École nationale supérieure d'électrotechnique, d'électronique, d'informatique, d'hydraulique et des télécommunications de l'Institut national polytechnique de Toulouse, spécialité télécommunications et ",,M1804,Ingénieur / Ingénieure télécoms,J'ai le souci du détail,C,I,R,Télécommunication,19311381800127,0311381H,19311381800127,Institut national polytechnique,Toulouse INP,public,6 allée Emile Monso,31029,Toulouse,05 34 32 30 00,Toulouse,Occitanie,1.4543046,43.6027164,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.71,Bac +3
RNCP35714,RNCP,"Titre ingénieur - Ingénieur diplômé de l'Ecole Nationale Supérieure d'Electrotechnique, d'Electronique, d'Informatique, d'Hydraulique et des Télécommunications, de l'Institut National Polytechnique de Toulouse- Spécialité Electronique et Génie électrique",INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE - 19311381800127,Niveau 7,Titre ingénieur,"255 : Electricite, électronique, 201n : Conception en automatismes et robotique industriels, en informatique industrielle, 227p : Gestion de l'énergie","H1502 : Management et ingénierie qualité industrielle, H1401 : Management et ingénierie gestion industrielle et logistique, I1102 : Management et ingénierie de maintenance industrielle, H1206 : Management et ingénierie études, recherche et développement industriel, H2502 : Management et ingénierie de production","24354 : Électronique, 24054 : Électricité, 24454 : Automatisme informatique industrielle, 32062 : Recherche développement, 15099 : Résolution problème",Active,2025-08-31,Oui,"RNCP19659 - Titre ingénieur - Ingénieur diplômé de l’École nationale supérieure d'électrotechnique, d'électronique, d'informatique, d'hydraulique et des télécommunications, de l'Institut national polytechnique de Toulouse, spécialité génie électrique et a",,H1502,Responsable qualité en industrie,J'ai l'âme d'un chef / d'une cheffe,E,S,C,Normes,19311381800127,0311381H,19311381800127,Institut national polytechnique,Toulouse INP,public,6 allée Emile Monso,31029,Toulouse,05 34 32 30 00,Toulouse,Occitanie,1.4543046,43.6027164,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.71,Bac +3
RNCP35720,RNCP,Titre ingénieur - Ingénieur diplômé de l'Ecole d'Ingénieurs de Purpan,ECOLE D INGENIEURS DE PURPAN - 77694414200012,Niveau 7,Titre ingénieur,"118 : Sciences de la vie, 210 : Spécialites plurivalentes de l'agronomie et de l'agriculture, 220 : Spécialités pluritechnologiques des transformations","A1303 : Ingénierie en agriculture et environnement naturel, H1206 : Management et ingénierie études, recherche et développement industriel, H1302 : Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels, H2502 : Management et ingénierie de production, M1703 : Management et gestion de produit","32062 : Recherche développement, 32154 : Encadrement management, 15099 : Résolution problème",Active,2025-09-15,Oui,RNCP19799 - Titre ingénieur - Ingénieur diplômé de l’Ecole supérieure d’agriculture de Purpan (ESAP),,A1303,Ingénieur / Ingénieure agronome,J'aime manier les chiffres,C,I,E,"Agriculture, sylviculture",77694414200012,0310154Z,77694414200012,École d'ingénieurs,Ecole d'ingénieurs de Purpan - Toulouse INP,privé reconnu par l'Etat,75 voie du Toec,31076,Toulouse,05 61 15 30 30,Toulouse,Occitanie,1.40072,43.6019,le 15/01/2025 de 14h00 à 17h00 (en présentiel à l'école Purpan Toulouse INP) voir https://www.purpan.fr/agenda/apres-midi-portes-ouvertes-2/ | le 30/01/2025 de 17h00 à 19h00 voir https://www.purpan.fr/agenda/soiree-portes-ouvertes/ | le 15/02/2025 de 09h30 à 17h30 voir https://www.purpan.fr/agenda/journee-portes-ouvertes-3/ | le 01/03/2025 de 09h30 à 16h00 voir https://www.purpan.fr/agenda/matinee-portes-ouvertes-2/ | le 26/03/2025 de 14h00 à 17h00 (en présentiel à l'école Purpan de Toulouse INP) voir https://www.purpan.fr/agenda/apres-midi-portes-ouvertes-3/,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8174,Bac +3
RNCP35726,RNCP,Expert en études et développement du système d'information,H3 - 70202279900028,Niveau 7,,"326t : Programmation, mise en place de logiciels, 326 : Informatique, traitement de l'information, réseaux de transmission","M1802 : Expertise et support en systèmes d''information, M1810 : Production et exploitation de systèmes d''information, M1805 : Études et développement informatique, M1806 : Conseil et maîtrise d''ouvrage en systèmes d''information",31008 : Système information,Active,2026-07-08,Oui,RNCP26841 - Expert(e) en études et développement du système d'information,,M1802,Expert / Experte systèmes et réseaux informatiques,J'ai le souci du détail,C,I,R,Informatique,70202279900028,0755545V,70202279900028,Autre établissement d'enseignement,H3 Campus Paris,privé,35 rue de Clichy,75009,Paris,01 42 80 00 49,Paris,Ile-de-France,2.3292903,48.8793333,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.22797,Bac +3
RNCP35748,RNCP,Manager Transport Logistique et Commerce International,"AFTRAL - 30540504500017, GROUPE KEDGE BUSINESS SCHOOL - 51400512300062",Niveau 7,,"311n : Etudes et projets d organisation de transit de biens ou de personnes, 311 : Transports, manutention, magasinage, 312n : Etudes de marchés et projets commerciaux","N1301 : Conception et organisation de la chaîne logistique, N1302 : Direction de site logistique, N1202 : Gestion des opérations de circulation internationale des marchandises, N3201 : Exploitation des opérations portuaires et du transport maritime, M1707 : Stratégie commerciale","34254 : Commerce international, 31847 : Transport international marchandise",Active,2026-07-08,Oui,"RNCP27048 - Manager transport, logistique et commerce international",,N1301,Responsable logistique,J'ai le sens des affaires,E,C,S,Logistique et courrier,30540504500017,0756163S,30540504500017,Centre de formation d'apprentis,CFA en transport et logistique - AFTRAL Paris,privé,46 avenue de Villiers,75017,Paris,08 09 90 89 08,Paris,Ile-de-France,2.3080679,48.8832598,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.23236,Bac +3
RNCP35777,RNCP,Manager marketing et commercial dans les industries de santé (MS),TOULOUSE BUSINESS SCHOOL - TBS - 81751739400018,Niveau 7,,331n : Etude et recherche médicale,"M1403 : Études et prospectives socio-économiques, M1703 : Management et gestion de produit, M1705 : Marketing, M1707 : Stratégie commerciale","43001 : Recherche médicale, 34091 : Marketing industriel, 34085 : Stratégie commerciale",Active,2026-07-08,Oui,RNCP25555 - Manager marketing et commercial dans les industries de santé (MS),,M1403,Chargé / Chargée d'études socio-économiques,J'aime faire des découvertes,I,A,R,Recherche,81751739400018,0310156B,81751739400018,Grande école de commerce,TBS Education,privé reconnu par l'Etat,20 boulevard Lascrosses,31068,Toulouse,05 61 29 49 49,Toulouse,Occitanie,1.4318310048077,43.6097715,"le 01/02/2025 de 09h00 à 17h00 (programmes Grande école, Mastères spécialisées, DCG et DSCG, sur inscription) voir https://www.tbs-education.fr/actualite/portes-ouvertes-commune-sur-les-campus-de-toulouse-01-02-2025/ | le 06/03/2025 de 17h00 à 20h00 (programme Grande école, sur inscription) voir https://www.tbs-education.fr/actualite/soiree-portes-ouvertes-programme-grande-ecole-6-mars-2025/",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15938,Bac +3
RNCP35780,RNCP,"Titre ingénieur - Ingénieur diplômé de l’école Polytechnique Universitaire de l'Université Savoie Mont Blanc, Spécialité Mécanique Productique",UNIVERSITE SAVOIE MONT BLANC - ECOLE POLYTECHNIQUE SAVOIE - 19730858800429,Niveau 7,Titre ingénieur,"200 : Technologies industrielles fondamentales, 220 : Spécialités pluritechnologiques des transformations, 201 : Technologies de commandes des transformations industrielles","H1502 : Management et ingénierie qualité industrielle, H1401 : Management et ingénierie gestion industrielle et logistique, H1402 : Management et ingénierie méthodes et industrialisation, H1206 : Management et ingénierie études, recherche et développement industriel, H2502 : Management et ingénierie de production","23662 : Construction mécanique, 24424 : Mécatronique, 31606 : Conduite projet industriel, 31652 : Gestion production, 32062 : Recherche développement",Active,2025-08-31,Oui,"RNCP17453 - Titre ingénieur - diplômé de l’Ecole Polytechnique Universitaire de Savoie de l'Université de Chambéry, Spécialité Mécanique-Productique en partenariat avec l'ITII 2 Savoies","RNCP38858 - Titre ingénieur -  Ingénieur diplômé de l’école polytechnique universitaire de Savoie de l'université de Chambéry, spécialité mécanique",H1502,Responsable qualité en industrie,J'ai l'âme d'un chef / d'une cheffe,E,S,C,Normes,19730858800429,0730858L,19730858800429,École d'ingénieurs,Ecole polytechnique universitaire de Savoie - site d'Annecy,public,5 chemin de Bellevue,74944,Annecy,04 50 09 66 00,Grenoble,Auvergne-Rhône-Alpes,6.1553804,45.9194127,le 01/02/2025 de 09h00 à 15h00 voir https://ailes.univ-smb.fr/evenement/journee-portes-ouvertes-2/ | le 20/02/2025 de 09h00 à 15h00 (journée du lycéen sur le campus du Bourget du Lac) voir https://ailes.univ-smb.fr/evenement/journee-du-lyceen-2025/,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9971,Bac +3
RNCP35781,RNCP,"Titre ingénieur - Ingénieur de l'école nationale supérieure des sciences appliquées et de technologie, spécialité informatique et technologies de l'information",UNIVERSITE DE RENNES - 13003051300019,Niveau 7,Titre ingénieur,"326 : Informatique, traitement de l'information, réseaux de transmission","M1804 : Études et développement de réseaux de télécoms, M1802 : Expertise et support en systèmes d''information, M1805 : Études et développement informatique, M1806 : Conseil et maîtrise d''ouvrage en systèmes d''information","31054 : Informatique et systèmes d'information, 24231 : Réseau informatique, 32062 : Recherche développement, 15099 : Résolution problème",Active,2026-08-31,Oui,"RNCP20157 - Titre ingénieur - Ingénieur diplômé de l'École nationale supérieure des sciences appliquées et de technologie de Lannion de l'Université de Rennes 1, spécialité informatique, multimédia et réseaux, en partenariat avec l'ITII Bretagne",,M1804,Ingénieur / Ingénieure télécoms,J'ai le souci du détail,C,I,R,Télécommunication,13003051300019,0352786N,13003051300019,École d'ingénieurs,Ecole supérieure d'ingénieurs de Rennes - campus de Rennes,public,"263 avenue du Général Leclerc, Campus de Beaulieu - Bâtiment 41 bis",35042,Rennes,02 23 23 66 00,Rennes,Bretagne,-1.64533,48.1188,le 01/02/2025 de 09h00 à 17h30 voir https://soie.univ-rennes.fr/salons-portes-ouvertes-le-soie-vous-oriente#p-2319,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18192,Bac +3
RNCP35782,RNCP,"Titre ingénieur - Ingénieur de l'école nationale supérieure des sciences appliquées et de technologie, spécialité informatique",UNIVERSITE DE RENNES - 13003051300019,Niveau 7,Titre ingénieur,"326 : Informatique, traitement de l'information, réseaux de transmission","M1804 : Études et développement de réseaux de télécoms, M1802 : Expertise et support en systèmes d''information, M1805 : Études et développement informatique, M1803 : Direction des systèmes d''information, M1806 : Conseil et maîtrise d''ouvrage en systèmes d''information","31054 : Informatique et systèmes d'information, 32062 : Recherche développement, 15099 : Résolution problème",Active,2026-08-31,Oui,"RNCP25894 - Titre ingénieur - Ingénieur diplômé de l'École nationale supérieure des sciences appliquées et de technologie de Lannion de l'Université de Rennes 1, spécialité informatique.",,M1804,Ingénieur / Ingénieure télécoms,J'ai le souci du détail,C,I,R,Télécommunication,13003051300019,0352786N,13003051300019,École d'ingénieurs,Ecole supérieure d'ingénieurs de Rennes - campus de Rennes,public,"263 avenue du Général Leclerc, Campus de Beaulieu - Bâtiment 41 bis",35042,Rennes,02 23 23 66 00,Rennes,Bretagne,-1.64533,48.1188,le 01/02/2025 de 09h00 à 17h30 voir https://soie.univ-rennes.fr/salons-portes-ouvertes-le-soie-vous-oriente#p-2319,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18192,Bac +3
RNCP35783,RNCP,"Titre ingénieur - Ingénieur de l'école nationale supérieure des sciences appliquées et de technologie, spécialité Systèmes Numériques",UNIVERSITE DE RENNES - 13003051300019,Niveau 7,Titre ingénieur,"255 : Electricite, électronique, 326 : Informatique, traitement de l'information, réseaux de transmission","M1804 : Études et développement de réseaux de télécoms, H1402 : Management et ingénierie méthodes et industrialisation, H1206 : Management et ingénierie études, recherche et développement industriel, H2502 : Management et ingénierie de production","24354 : Électronique, 31058 : Informatique industrielle, 32062 : Recherche développement, 15099 : Résolution problème",Active,2026-08-31,Oui,"RNCP7396 - Titre ingénieur - Ingénieur diplômé de l'Ecole Nationale Supérieure des Sciences Appliquées et de Technologie de Lannion de l'Université de Rennes 1,spécialité Electronique et Informatique Industrielle (ENSSAT).",,M1804,Ingénieur / Ingénieure télécoms,J'ai le souci du détail,C,I,R,Télécommunication,13003051300019,0352786N,13003051300019,École d'ingénieurs,Ecole supérieure d'ingénieurs de Rennes - campus de Rennes,public,"263 avenue du Général Leclerc, Campus de Beaulieu - Bâtiment 41 bis",35042,Rennes,02 23 23 66 00,Rennes,Bretagne,-1.64533,48.1188,le 01/02/2025 de 09h00 à 17h30 voir https://soie.univ-rennes.fr/salons-portes-ouvertes-le-soie-vous-oriente#p-2319,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18192,Bac +3
